# distance  frequency (bands are separated by blank lines)
# End points of segments: 
#   0.00000000 0.21336410 
0.202696  8.596511 
0.204829  8.590428 
0.206963  8.585644 
0.209097  8.582199 
0.211230  8.580121 
0.213364  8.579426 


0.000000  9.793096 
0.002134  9.792697 
0.004267  9.791498 
0.006401  9.789499 
0.008535  9.786702 
0.010668  9.783111 
0.012802  9.778735 
0.014936  9.773582 
0.017069  9.767664 
0.019203  9.760997 
0.021336  9.753596 
0.023470  9.745480 
0.025604  9.736671 
0.027737  9.727191 
0.029871  9.717066 
0.032005  9.706323 
0.034138  9.694990 
0.036272  9.683099 
0.038406  9.670681 
0.040539  9.657770 
0.042673  9.644402 
0.044806  9.630613 
0.046940  9.616441 
0.049074  9.601923 
0.051207  9.587098 
0.053341  9.572007 
0.055475  9.556688 
0.057608  9.541181 
0.059742  9.525527 
0.061876  9.509763 
0.064009  9.493929 
0.066143  9.478062 
0.068277  9.462198 
0.070410  9.446373 
0.072544  9.430619 
0.074677  9.438354 
0.076811  9.456202 
0.078945  9.474835 
0.081078  9.494222 
0.083212  9.514333 
0.085346  9.535132 
0.087479  9.556580 
0.089613  9.578636 
0.091746  9.601258 
0.093880  9.624401 
0.096014  9.648019 
0.098147  9.672066 
0.100281  9.696496 
0.102415  9.721261 
0.104548  9.746316 
0.106682  9.771612 
0.108816  9.797106 
0.110949  9.822752 
0.113083  9.848507 
0.115217  9.874329 
0.117350  9.900176 
0.119484  9.926009 
0.121618  9.951789 
0.123751  9.977479 
0.125885  10.003042 
0.128018  10.028446 
0.130152  10.053656 
0.132286  10.078641 
0.134419  10.103369 
0.136553  10.127812 
0.138687  10.151941 
0.140820  10.175728 
0.142954  10.199147 
0.145088  10.222171 
0.147221  10.244776 
0.149355  10.266937 
0.151488  10.288631 
0.153622  10.309834 
0.155756  10.330525 
0.157889  10.350681 
0.160023  10.370280 
0.162157  10.389303 
0.164290  10.407727 
0.166424  10.425535 
0.168558  10.442705 
0.170691  10.459219 
0.172825  10.475058 
0.174958  10.490204 
0.177092  10.504641 
0.179226  10.518351 
0.181359  10.531317 
0.183493  10.543525 
0.185627  10.554960 
0.187760  10.565607 
0.189894  10.575454 
0.192028  10.584488 
0.194161  10.592697 
0.196295  10.600072 
0.198429  10.606601 
0.200562  10.612278 
0.202696  10.617094 
0.204829  10.621044 
0.206963  10.624121 
0.209097  10.626322 
0.211230  10.627644 
0.213364  10.628085 


